uri,citation uri,label,item category,project label,published,updated,latitude,longitude,early bce/ce,late bce/ce,Context (1),Context (2),Context (3),Context (4),Context (5),Context (6),Context (7),icon,Has type,Has type [URI],Consists of,Consists of [URI],License,License [URI],Spatial Coverage [dc-terms-spatial],Spatial Coverage [dc-terms-spatial] [URI],thumbnail,Temporal Coverage,Temporal Coverage [URI],Has taxonomic identifier,Has taxonomic identifier [URI],Coverage,Coverage [URI],Has type [cidoc-crm-p2-has-type],Has type [cidoc-crm-p2-has-type] [URI],Spatial Coverage,Spatial Coverage [URI],Subject,Subject [URI],Creator,Creator [URI],References,References [URI],project href,Contributor,Contributor [URI],context href,href,BFd,BFd [oc-zoo-bfd],BT,BT [oc-zoo-bt],Bd,Bd [oc-zoo-bd],Bp,Bp [oc-zoo-bp],CD,CD [oc-zoo-cd],DC,DC [oc-zoo-dc],DD,DD [oc-zoo-dd],Dd,Dd [oc-zoo-dd-2],Dl,Dl [oc-zoo-dl],Dp,Dp [oc-zoo-dp],GL,GL [oc-zoo-gl],Ld,Ld [oc-zoo-ld],Ll,Ll [oc-zoo-ll],SD,SD [oc-zoo-sd],Wikidata
http://opencontext.org/subjects/8b221a8d-2284-460c-6181-270edc2ddb39,https://n2t.net/ark:/28722/k2cj8cx26,Bone D1417-85,Animal Bone,Zooarchaeology of Karain Cave B,2013-02-25T00:00:00Z,2022-10-26T06:48:59Z,37.077589,30.5708,-17850.0,-17050.0,Asia,Turkey,Karain B Cave,PI.2,Square D14,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Pleistocene-Holocene boundary; Paleolithic,https://id.loc.gov/authorities/subjects/sh2002005536; https://id.loc.gov/authorities/subjects/sh85097106,Has physiological sex determination,http://opencontext.org/vocabularies/open-context-zooarch/has-phys-sex-det,Turkey; Taurus Mountains,https://www.geonames.org/298795; https://www.geonames.org/298930,Animal remains (Archaeology); Hunting and gathering societies; Subsistence economy,https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85063134; https://id.loc.gov/authorities/subjects/sh85129537,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,,,https://opencontext.org/projects/731b0670-ce2a-414a-8ef6-9c050a1c60f5,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,https://opencontext.org/subjects/66b51001-8fef-420d-d94a-abb0f85b7a98,https://opencontext.org/subjects/8b221a8d-2284-460c-6181-270edc2ddb39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/e0c87dea-54f6-4357-faa0-74bee304c6f7,https://n2t.net/ark:/28722/k25d8ss81,Bone G1218-454,Animal Bone,Zooarchaeology of Karain Cave B,2013-02-25T00:00:00Z,2022-10-26T06:45:04Z,37.077589,30.5708,-17850.0,-17050.0,Asia,Turkey,Karain B Cave,PI.2,Square G12,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Pleistocene-Holocene boundary; Paleolithic,https://id.loc.gov/authorities/subjects/sh2002005536; https://id.loc.gov/authorities/subjects/sh85097106,Has physiological sex determination,http://opencontext.org/vocabularies/open-context-zooarch/has-phys-sex-det,Turkey; Taurus Mountains,https://www.geonames.org/298795; https://www.geonames.org/298930,Animal remains (Archaeology); Hunting and gathering societies; Subsistence economy,https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85063134; https://id.loc.gov/authorities/subjects/sh85129537,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,,,https://opencontext.org/projects/731b0670-ce2a-414a-8ef6-9c050a1c60f5,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,https://opencontext.org/subjects/f184c346-ea55-474c-578a-716dc88263b1,https://opencontext.org/subjects/e0c87dea-54f6-4357-faa0-74bee304c6f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/11c5e648-1a3f-4f2f-0218-5b666dbf557b,https://n2t.net/ark:/28722/k2zw1f46q,Bone F1420-304,Animal Bone,Zooarchaeology of Karain Cave B,2013-02-25T00:00:00Z,2022-10-26T06:42:02Z,37.077589,30.5708,-17850.0,-17050.0,Asia,Turkey,Karain B Cave,PI.2,Square F14,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Pleistocene-Holocene boundary; Paleolithic,https://id.loc.gov/authorities/subjects/sh2002005536; https://id.loc.gov/authorities/subjects/sh85097106,Has physiological sex determination,http://opencontext.org/vocabularies/open-context-zooarch/has-phys-sex-det,Turkey; Taurus Mountains,https://www.geonames.org/298795; https://www.geonames.org/298930,Animal remains (Archaeology); Hunting and gathering societies; Subsistence economy,https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85063134; https://id.loc.gov/authorities/subjects/sh85129537,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,,,https://opencontext.org/projects/731b0670-ce2a-414a-8ef6-9c050a1c60f5,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,https://opencontext.org/subjects/51b32de9-7bd2-4103-5716-4438ee4ce3ba,https://opencontext.org/subjects/11c5e648-1a3f-4f2f-0218-5b666dbf557b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/45c5850f-a864-4bff-5a72-e9ffdbc91be2,https://n2t.net/ark:/28722/k27s7p39b,Bone D1417-83,Animal Bone,Zooarchaeology of Karain Cave B,2013-02-25T00:00:00Z,2022-10-26T06:48:58Z,37.077589,30.5708,-17850.0,-17050.0,Asia,Turkey,Karain B Cave,PI.2,Square D14,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Pleistocene-Holocene boundary; Paleolithic,https://id.loc.gov/authorities/subjects/sh2002005536; https://id.loc.gov/authorities/subjects/sh85097106,Has physiological sex determination,http://opencontext.org/vocabularies/open-context-zooarch/has-phys-sex-det,Turkey; Taurus Mountains,https://www.geonames.org/298795; https://www.geonames.org/298930,Animal remains (Archaeology); Hunting and gathering societies; Subsistence economy,https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85063134; https://id.loc.gov/authorities/subjects/sh85129537,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,,,https://opencontext.org/projects/731b0670-ce2a-414a-8ef6-9c050a1c60f5,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,https://opencontext.org/subjects/66b51001-8fef-420d-d94a-abb0f85b7a98,https://opencontext.org/subjects/45c5850f-a864-4bff-5a72-e9ffdbc91be2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/6a7aefbf-7fc0-46a3-b6ea-5b39c83866d9,https://n2t.net/ark:/28722/k2833sb46,Bone G1420-69,Animal Bone,Zooarchaeology of Karain Cave B,2013-02-25T00:00:00Z,2022-10-26T06:48:17Z,37.077589,30.5708,-17850.0,-17050.0,Asia,Turkey,Karain B Cave,PI.2,Square G14,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Pleistocene-Holocene boundary; Paleolithic,https://id.loc.gov/authorities/subjects/sh2002005536; https://id.loc.gov/authorities/subjects/sh85097106,Has physiological sex determination,http://opencontext.org/vocabularies/open-context-zooarch/has-phys-sex-det,Turkey; Taurus Mountains,https://www.geonames.org/298795; https://www.geonames.org/298930,Animal remains (Archaeology); Hunting and gathering societies; Subsistence economy,https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85063134; https://id.loc.gov/authorities/subjects/sh85129537,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,,,https://opencontext.org/projects/731b0670-ce2a-414a-8ef6-9c050a1c60f5,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,https://opencontext.org/subjects/d7f3719b-c90b-44cb-e19a-5a82cba55b99,https://opencontext.org/subjects/6a7aefbf-7fc0-46a3-b6ea-5b39c83866d9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/47906adc-e2ab-481b-cf46-9fd36c954a81,https://n2t.net/ark:/28722/k2t43pf72,Bone G1218-450,Animal Bone,Zooarchaeology of Karain Cave B,2013-02-25T00:00:00Z,2022-10-26T06:45:03Z,37.077589,30.5708,-17850.0,-17050.0,Asia,Turkey,Karain B Cave,PI.2,Square G12,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Pleistocene-Holocene boundary; Paleolithic,https://id.loc.gov/authorities/subjects/sh2002005536; https://id.loc.gov/authorities/subjects/sh85097106,Has physiological sex determination,http://opencontext.org/vocabularies/open-context-zooarch/has-phys-sex-det,Turkey; Taurus Mountains,https://www.geonames.org/298795; https://www.geonames.org/298930,Animal remains (Archaeology); Hunting and gathering societies; Subsistence economy,https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85063134; https://id.loc.gov/authorities/subjects/sh85129537,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,,,https://opencontext.org/projects/731b0670-ce2a-414a-8ef6-9c050a1c60f5,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,https://opencontext.org/subjects/f184c346-ea55-474c-578a-716dc88263b1,https://opencontext.org/subjects/47906adc-e2ab-481b-cf46-9fd36c954a81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/b306af1e-0b94-4276-e9e2-107870b7962a,https://n2t.net/ark:/28722/k2xk8935c,Bone F1319-110,Animal Bone,Zooarchaeology of Karain Cave B,2013-02-25T00:00:00Z,2022-10-26T06:40:12Z,37.077589,30.5708,-17850.0,-17050.0,Asia,Turkey,Karain B Cave,PI.1,Square F13,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Pleistocene-Holocene boundary; Paleolithic,https://id.loc.gov/authorities/subjects/sh2002005536; https://id.loc.gov/authorities/subjects/sh85097106,Has physiological sex determination,http://opencontext.org/vocabularies/open-context-zooarch/has-phys-sex-det,Turkey; Taurus Mountains,https://www.geonames.org/298795; https://www.geonames.org/298930,Animal remains (Archaeology); Hunting and gathering societies; Subsistence economy,https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85063134; https://id.loc.gov/authorities/subjects/sh85129537,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,,,https://opencontext.org/projects/731b0670-ce2a-414a-8ef6-9c050a1c60f5,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,https://opencontext.org/subjects/790f2455-5f9e-4aa9-bc8e-b2fbc6a809a4,https://opencontext.org/subjects/b306af1e-0b94-4276-e9e2-107870b7962a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/d95f7c8d-5c23-4c66-f788-b653d61654c7,https://n2t.net/ark:/28722/k27d2vk8h,Bone F1420-301,Animal Bone,Zooarchaeology of Karain Cave B,2013-02-25T00:00:00Z,2022-10-26T06:42:02Z,37.077589,30.5708,-17850.0,-17050.0,Asia,Turkey,Karain B Cave,PI.2,Square F14,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Pleistocene-Holocene boundary; Paleolithic,https://id.loc.gov/authorities/subjects/sh2002005536; https://id.loc.gov/authorities/subjects/sh85097106,Has physiological sex determination,http://opencontext.org/vocabularies/open-context-zooarch/has-phys-sex-det,Turkey; Taurus Mountains,https://www.geonames.org/298795; https://www.geonames.org/298930,Animal remains (Archaeology); Hunting and gathering societies; Subsistence economy,https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85063134; https://id.loc.gov/authorities/subjects/sh85129537,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,,,https://opencontext.org/projects/731b0670-ce2a-414a-8ef6-9c050a1c60f5,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,https://opencontext.org/subjects/51b32de9-7bd2-4103-5716-4438ee4ce3ba,https://opencontext.org/subjects/d95f7c8d-5c23-4c66-f788-b653d61654c7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/9bcc1bef-afc7-433a-721d-a722fcc444f2,https://n2t.net/ark:/28722/k2sj1g32r,Bone D1418-784,Animal Bone,Zooarchaeology of Karain Cave B,2013-02-25T00:00:00Z,2022-10-26T06:51:09Z,37.077589,30.5708,-17850.0,-17050.0,Asia,Turkey,Karain B Cave,PI.2,Square D14,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Pleistocene-Holocene boundary; Paleolithic,https://id.loc.gov/authorities/subjects/sh2002005536; https://id.loc.gov/authorities/subjects/sh85097106,Has physiological sex determination,http://opencontext.org/vocabularies/open-context-zooarch/has-phys-sex-det,Turkey; Taurus Mountains,https://www.geonames.org/298795; https://www.geonames.org/298930,Animal remains (Archaeology); Hunting and gathering societies; Subsistence economy,https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85063134; https://id.loc.gov/authorities/subjects/sh85129537,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,,,https://opencontext.org/projects/731b0670-ce2a-414a-8ef6-9c050a1c60f5,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,https://opencontext.org/subjects/66b51001-8fef-420d-d94a-abb0f85b7a98,https://opencontext.org/subjects/9bcc1bef-afc7-433a-721d-a722fcc444f2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/55f1463a-296c-4d7d-1458-e3b8b889ed6c,https://n2t.net/ark:/28722/k2h41q11n,Bone G1317-265,Animal Bone,Zooarchaeology of Karain Cave B,2013-02-25T00:00:00Z,2022-10-26T06:46:48Z,37.077589,30.5708,-17850.0,-17050.0,Asia,Turkey,Karain B Cave,PI.1,Square G13,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Pleistocene-Holocene boundary; Paleolithic,https://id.loc.gov/authorities/subjects/sh2002005536; https://id.loc.gov/authorities/subjects/sh85097106,Has physiological sex determination,http://opencontext.org/vocabularies/open-context-zooarch/has-phys-sex-det,Turkey; Taurus Mountains,https://www.geonames.org/298795; https://www.geonames.org/298930,Animal remains (Archaeology); Hunting and gathering societies; Subsistence economy,https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85063134; https://id.loc.gov/authorities/subjects/sh85129537,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,,,https://opencontext.org/projects/731b0670-ce2a-414a-8ef6-9c050a1c60f5,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,https://opencontext.org/subjects/8ecf8742-fa42-4aaf-aad8-e336d618cbb7,https://opencontext.org/subjects/55f1463a-296c-4d7d-1458-e3b8b889ed6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/17456064-f047-43de-1597-b290a15a13a9,https://n2t.net/ark:/28722/k2251kx3x,Bone D1418-391,Animal Bone,Zooarchaeology of Karain Cave B,2013-02-25T00:00:00Z,2022-10-26T06:50:10Z,37.077589,30.5708,-17850.0,-17050.0,Asia,Turkey,Karain B Cave,PI.2,Square D14,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Pleistocene-Holocene boundary; Paleolithic,https://id.loc.gov/authorities/subjects/sh2002005536; https://id.loc.gov/authorities/subjects/sh85097106,Has physiological sex determination,http://opencontext.org/vocabularies/open-context-zooarch/has-phys-sex-det,Turkey; Taurus Mountains,https://www.geonames.org/298795; https://www.geonames.org/298930,Animal remains (Archaeology); Hunting and gathering societies; Subsistence economy,https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85063134; https://id.loc.gov/authorities/subjects/sh85129537,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,,,https://opencontext.org/projects/731b0670-ce2a-414a-8ef6-9c050a1c60f5,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,https://opencontext.org/subjects/66b51001-8fef-420d-d94a-abb0f85b7a98,https://opencontext.org/subjects/17456064-f047-43de-1597-b290a15a13a9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/38bd5f48-c19b-4f96-1d53-ad8e84ed41e6,https://n2t.net/ark:/28722/k2gf0th03,Bone 30181,Animal Bone,Tal-e Malyan Zooarchaeology,2011-06-18T00:00:00Z,2022-10-26T20:42:07Z,30.0116,52.4086,-2400.0,-1600.0,Asia,Iran,Malyan,Stratum 12,Unit 301113,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Middle Elamite Period; Bronze Age--Middle East,https://en.wikipedia.org/wiki/Elam#Middle_Elamite_Period; https://id.loc.gov/authorities/subjects/sh2009117649,Distal epiphysis fused; Proximal epiphysis fused,http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-fused; http://opencontext.org/vocabularies/open-context-zooarch/prox-epi-fused,Iran,https://www.geonames.org/130758,Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Melinda A. Zeder,http://opencontext.org/persons/86143188-96c9-4423-4bd3-0be3abd55750,,,https://opencontext.org/projects/d6b25ec9-2884-4e3c-00e8-0c5a6472fa63,Melinda A. Zeder,http://opencontext.org/persons/86143188-96c9-4423-4bd3-0be3abd55750,https://opencontext.org/subjects/1f5c4bc6-4d92-4a28-9ac2-bd458cba66c0,https://opencontext.org/subjects/38bd5f48-c19b-4f96-1d53-ad8e84ed41e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/c9e08c33-a2dd-4700-0523-86b325785a12,https://n2t.net/ark:/28722/k2cj8cz91,Bone F1320-68,Animal Bone,Zooarchaeology of Karain Cave B,2013-02-25T00:00:00Z,2022-10-26T06:40:34Z,37.077589,30.5708,-17850.0,-17050.0,Asia,Turkey,Karain B Cave,PI.1,Square F13,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Pleistocene-Holocene boundary; Paleolithic,https://id.loc.gov/authorities/subjects/sh2002005536; https://id.loc.gov/authorities/subjects/sh85097106,Has physiological sex determination,http://opencontext.org/vocabularies/open-context-zooarch/has-phys-sex-det,Turkey; Taurus Mountains,https://www.geonames.org/298795; https://www.geonames.org/298930,Animal remains (Archaeology); Hunting and gathering societies; Subsistence economy,https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85063134; https://id.loc.gov/authorities/subjects/sh85129537,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,,,https://opencontext.org/projects/731b0670-ce2a-414a-8ef6-9c050a1c60f5,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,https://opencontext.org/subjects/790f2455-5f9e-4aa9-bc8e-b2fbc6a809a4,https://opencontext.org/subjects/c9e08c33-a2dd-4700-0523-86b325785a12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/fe4d3bb3-78b9-462c-ecfa-45dc8f476877,https://n2t.net/ark:/28722/k2qv3hh19,Bone F1320-72,Animal Bone,Zooarchaeology of Karain Cave B,2013-02-25T00:00:00Z,2022-10-26T06:40:34Z,37.077589,30.5708,-17850.0,-17050.0,Asia,Turkey,Karain B Cave,PI.1,Square F13,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Pleistocene-Holocene boundary; Paleolithic,https://id.loc.gov/authorities/subjects/sh2002005536; https://id.loc.gov/authorities/subjects/sh85097106,Has physiological sex determination,http://opencontext.org/vocabularies/open-context-zooarch/has-phys-sex-det,Turkey; Taurus Mountains,https://www.geonames.org/298795; https://www.geonames.org/298930,Animal remains (Archaeology); Hunting and gathering societies; Subsistence economy,https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85063134; https://id.loc.gov/authorities/subjects/sh85129537,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,,,https://opencontext.org/projects/731b0670-ce2a-414a-8ef6-9c050a1c60f5,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,https://opencontext.org/subjects/790f2455-5f9e-4aa9-bc8e-b2fbc6a809a4,https://opencontext.org/subjects/fe4d3bb3-78b9-462c-ecfa-45dc8f476877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/a6320912-bdad-458e-65cd-3553b656499e,https://n2t.net/ark:/28722/k2416z97g,Bone D1417-86,Animal Bone,Zooarchaeology of Karain Cave B,2013-02-25T00:00:00Z,2022-10-26T06:48:59Z,37.077589,30.5708,-17850.0,-17050.0,Asia,Turkey,Karain B Cave,PI.2,Square D14,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Pleistocene-Holocene boundary; Paleolithic,https://id.loc.gov/authorities/subjects/sh2002005536; https://id.loc.gov/authorities/subjects/sh85097106,Has physiological sex determination,http://opencontext.org/vocabularies/open-context-zooarch/has-phys-sex-det,Turkey; Taurus Mountains,https://www.geonames.org/298795; https://www.geonames.org/298930,Animal remains (Archaeology); Hunting and gathering societies; Subsistence economy,https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85063134; https://id.loc.gov/authorities/subjects/sh85129537,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,,,https://opencontext.org/projects/731b0670-ce2a-414a-8ef6-9c050a1c60f5,Levent Atici,http://opencontext.org/persons/76ace7d8-d5b9-40bc-f848-e739dcfc4b58,https://opencontext.org/subjects/66b51001-8fef-420d-d94a-abb0f85b7a98,https://opencontext.org/subjects/a6320912-bdad-458e-65cd-3553b656499e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
